split,class_name,leaf_id,image_id,path
train,Grape___Black_rot,fam_b.rot 0589,67.0,C:\Datasets\PlantVillage-official\raw\color\Grape___Black_rot\00090b0f-c140-4e77-8d20-d39f67b75fcc___FAM_B.Rot 0376.JPG
train,Grape___Black_rot,fam_b.rot 0588,67.0,C:\Datasets\PlantVillage-official\raw\color\Grape___Black_rot\00090b0f-c140-4e77-8d20-d39f67b75fcc___FAM_B.Rot 0376.JPG
train,Grape___Black_rot,fam_b.rot 0585,66.0,C:\Datasets\PlantVillage-official\raw\color\Grape___Black_rot\00905d40-bddf-460e-b348-1dbb6a34653b___FAM_B.Rot 0664.JPG
train,Tomato___Late_blight,rs_late.b 7194,230.0,C:\Datasets\PlantVillage-official\raw\color\Tomato___Late_blight\0fa1b773-fe9f-4440-ab2a-cfbc39c9cd2b___RS_Late.B 6230.JPG
train,Grape___Black_rot,fam_b.rot 0587,66.0,C:\Datasets\PlantVillage-official\raw\color\Grape___Black_rot\00905d40-bddf-460e-b348-1dbb6a34653b___FAM_B.Rot 0664.JPG
train,Grape___Black_rot,fam_b.rot 0586,66.0,C:\Datasets\PlantVillage-official\raw\color\Grape___Black_rot\00905d40-bddf-460e-b348-1dbb6a34653b___FAM_B.Rot 0664.JPG
train,Tomato___Late_blight,rs_late.b 7191,230.0,C:\Datasets\PlantVillage-official\raw\color\Tomato___Late_blight\0fa1b773-fe9f-4440-ab2a-cfbc39c9cd2b___RS_Late.B 6230.JPG
test,Grape___Black_rot,fam_b.rot 0580,65.0,C:\Datasets\PlantVillage-official\raw\color\Grape___Black_rot\004175d8-dc74-4285-8401-3cc9565730bb___FAM_B.Rot 0626.JPG
val,Tomato___Late_blight,rs_late.b 7193,230.0,C:\Datasets\PlantVillage-official\raw\color\Tomato___Late_blight\0fa1b773-fe9f-4440-ab2a-cfbc39c9cd2b___RS_Late.B 6230.JPG
train,Tomato___Late_blight,rs_late.b 7192,230.0,C:\Datasets\PlantVillage-official\raw\color\Tomato___Late_blight\0fa1b773-fe9f-4440-ab2a-cfbc39c9cd2b___RS_Late.B 6230.JPG
val,Apple___healthy,rs_hl 6279,106.0,C:\Datasets\PlantVillage-official\raw\color\Apple___healthy\6b106a6f-b47f-40a3-8825-f7bfea6163d7___RS_HL 7905.JPG
train,Grape___Black_rot,fam_b.rot 0506,46.0,C:\Datasets\PlantVillage-official\raw\color\Grape___Black_rot\003d09ef-e16c-4e8a-badf-847d46cb3dc0___FAM_B.Rot 3184.JPG
train,Grape___Black_rot,fam_b.rot 0501,45.0,C:\Datasets\PlantVillage-official\raw\color\Grape___Black_rot\02e135dd-a02e-40a5-a049-4b5fa978445c___FAM_B.Rot 3063.JPG
val,Grape___Black_rot,fam_b.rot 0637,79.0,C:\Datasets\PlantVillage-official\raw\color\Grape___Black_rot\012658ed-f0a3-4791-a996-7115dd1e6e3b___FAM_B.Rot 3036.JPG
train,Grape___Black_rot,fam_b.rot 0636,78.0,C:\Datasets\PlantVillage-official\raw\color\Grape___Black_rot\02c0e019-97c2-48f5-ac40-90b8789e6288___FAM_B.Rot 0753.JPG
train,Grape___Black_rot,fam_b.rot 0635,78.0,C:\Datasets\PlantVillage-official\raw\color\Grape___Black_rot\02c0e019-97c2-48f5-ac40-90b8789e6288___FAM_B.Rot 0753.JPG
train,Grape___Black_rot,fam_b.rot 0634,78.0,C:\Datasets\PlantVillage-official\raw\color\Grape___Black_rot\02c0e019-97c2-48f5-ac40-90b8789e6288___FAM_B.Rot 0753.JPG
val,Grape___Black_rot,fam_b.rot 0633,78.0,C:\Datasets\PlantVillage-official\raw\color\Grape___Black_rot\02c0e019-97c2-48f5-ac40-90b8789e6288___FAM_B.Rot 0753.JPG
test,Grape___Black_rot,fam_b.rot 0631,77.0,C:\Datasets\PlantVillage-official\raw\color\Grape___Black_rot\00090b0f-c140-4e77-8d20-d39f67b75fcc___FAM_B.Rot 0376.JPG
val,Grape___Black_rot,fam_b.rot 0630,77.0,C:\Datasets\PlantVillage-official\raw\color\Grape___Black_rot\00090b0f-c140-4e77-8d20-d39f67b75fcc___FAM_B.Rot 0376.JPG
train,Apple___healthy,rs_hl 6271,105.0,C:\Datasets\PlantVillage-official\raw\color\Apple___healthy\00fca0da-2db3-481b-b98a-9b67bb7b105c___RS_HL 7708.JPG
train,Grape___Black_rot,fam_b.rot 0639,79.0,C:\Datasets\PlantVillage-official\raw\color\Grape___Black_rot\012658ed-f0a3-4791-a996-7115dd1e6e3b___FAM_B.Rot 3036.JPG
train,Grape___Black_rot,fam_b.rot 0638,79.0,C:\Datasets\PlantVillage-official\raw\color\Grape___Black_rot\012658ed-f0a3-4791-a996-7115dd1e6e3b___FAM_B.Rot 3036.JPG
test,Apple___healthy,rs_hl 6270,105.0,C:\Datasets\PlantVillage-official\raw\color\Apple___healthy\00fca0da-2db3-481b-b98a-9b67bb7b105c___RS_HL 7708.JPG
train,Apple___healthy,rs_hl 6275,105.0,C:\Datasets\PlantVillage-official\raw\color\Apple___healthy\00fca0da-2db3-481b-b98a-9b67bb7b105c___RS_HL 7708.JPG
train,Apple___healthy,rs_hl 7825,207.0,C:\Datasets\PlantVillage-official\raw\color\Apple___healthy\0d072074-0253-4a6b-a4cb-02f520c46942___RS_HL 5805.JPG
val,Apple___healthy,rs_hl 7827,207.0,C:\Datasets\PlantVillage-official\raw\color\Apple___healthy\0d072074-0253-4a6b-a4cb-02f520c46942___RS_HL 5805.JPG
train,Tomato___healthy,rs_hl 9728,185.0,C:\Datasets\PlantVillage-official\raw\color\Tomato___healthy\185440e0-ca0a-4cd6-aba7-d03fae21552f___RS_HL 0141.JPG
train,Tomato___healthy,rs_hl 9729,185.0,C:\Datasets\PlantVillage-official\raw\color\Tomato___healthy\185440e0-ca0a-4cd6-aba7-d03fae21552f___RS_HL 0141.JPG
train,Tomato___healthy,rs_hl 9724,184.0,C:\Datasets\PlantVillage-official\raw\color\Tomato___healthy\0184dc6b-bfc1-4515-ac59-bbadaf524e1a___GH_HL Leaf 422.1.JPG
val,Tomato___healthy,rs_hl 9725,184.0,C:\Datasets\PlantVillage-official\raw\color\Tomato___healthy\0184dc6b-bfc1-4515-ac59-bbadaf524e1a___GH_HL Leaf 422.1.JPG
val,Tomato___healthy,rs_hl 9726,185.0,C:\Datasets\PlantVillage-official\raw\color\Tomato___healthy\185440e0-ca0a-4cd6-aba7-d03fae21552f___RS_HL 0141.JPG
train,Tomato___healthy,rs_hl 9727,185.0,C:\Datasets\PlantVillage-official\raw\color\Tomato___healthy\185440e0-ca0a-4cd6-aba7-d03fae21552f___RS_HL 0141.JPG
val,Tomato___healthy,rs_hl 9720,183.0,C:\Datasets\PlantVillage-official\raw\color\Tomato___healthy\2a0d08cc-91b5-436b-abe4-31835c5f470b___RS_HL 0396.JPG
val,Tomato___healthy,rs_hl 9721,183.0,C:\Datasets\PlantVillage-official\raw\color\Tomato___healthy\2a0d08cc-91b5-436b-abe4-31835c5f470b___RS_HL 0396.JPG
train,Tomato___healthy,rs_hl 9722,184.0,C:\Datasets\PlantVillage-official\raw\color\Tomato___healthy\0184dc6b-bfc1-4515-ac59-bbadaf524e1a___GH_HL Leaf 422.1.JPG
train,Tomato___healthy,rs_hl 9723,184.0,C:\Datasets\PlantVillage-official\raw\color\Tomato___healthy\0184dc6b-bfc1-4515-ac59-bbadaf524e1a___GH_HL Leaf 422.1.JPG
test,Tomato___healthy,rs_hl 0305,76.0,C:\Datasets\PlantVillage-official\raw\color\Tomato___healthy\014b5e19-7917-4d76-b632-b5dd31d999ec___RS_HL 9640.JPG
test,Tomato___healthy,rs_hl 0304,76.0,C:\Datasets\PlantVillage-official\raw\color\Tomato___healthy\014b5e19-7917-4d76-b632-b5dd31d999ec___RS_HL 9640.JPG
train,Tomato___healthy,rs_hl 0307,77.0,C:\Datasets\PlantVillage-official\raw\color\Tomato___healthy\0031da2a-8edd-468f-a8b1-106657717a32___RS_HL 0105.JPG
train,Tomato___healthy,rs_hl 0306,76.0,C:\Datasets\PlantVillage-official\raw\color\Tomato___healthy\014b5e19-7917-4d76-b632-b5dd31d999ec___RS_HL 9640.JPG
train,Tomato___healthy,rs_hl 0301,75.0,C:\Datasets\PlantVillage-official\raw\color\Tomato___healthy\0172e56c-8bb8-4e75-8ac7-509df81393e8___RS_HL 0580.JPG
train,Tomato___healthy,rs_hl 0300,75.0,C:\Datasets\PlantVillage-official\raw\color\Tomato___healthy\0172e56c-8bb8-4e75-8ac7-509df81393e8___RS_HL 0580.JPG
train,Tomato___healthy,rs_hl 0303,76.0,C:\Datasets\PlantVillage-official\raw\color\Tomato___healthy\014b5e19-7917-4d76-b632-b5dd31d999ec___RS_HL 9640.JPG
val,Tomato___Leaf_Mold,crnl_l.mold 8624,133.0,C:\Datasets\PlantVillage-official\raw\color\Tomato___Leaf_Mold\483cc7e3-9fbd-4433-82b4-133c561f994c___Crnl_L.Mold 6537.JPG
val,Tomato___Leaf_Mold,crnl_l.mold 8622,132.0,C:\Datasets\PlantVillage-official\raw\color\Tomato___Leaf_Mold\13287ee6-523d-4cc9-b537-6df918dae5a2___Crnl_L.Mold 6528.JPG
train,Tomato___Leaf_Mold,crnl_l.mold 8623,132.0,C:\Datasets\PlantVillage-official\raw\color\Tomato___Leaf_Mold\13287ee6-523d-4cc9-b537-6df918dae5a2___Crnl_L.Mold 6528.JPG
train,Tomato___Leaf_Mold,crnl_l.mold 8628,133.0,C:\Datasets\PlantVillage-official\raw\color\Tomato___Leaf_Mold\483cc7e3-9fbd-4433-82b4-133c561f994c___Crnl_L.Mold 6537.JPG
train,Tomato___Leaf_Mold,crnl_l.mold 8629,133.0,C:\Datasets\PlantVillage-official\raw\color\Tomato___Leaf_Mold\483cc7e3-9fbd-4433-82b4-133c561f994c___Crnl_L.Mold 6537.JPG
val,Peach___Bacterial_spot,rut._bact.s 1006,45.0,C:\Datasets\PlantVillage-official\raw\color\Peach___Bacterial_spot\022213cf-0757-451f-89f8-306c4f7defb0___Rut._Bact.S 1510.JPG
train,Peach___Bacterial_spot,rut._bact.s 1007,45.0,C:\Datasets\PlantVillage-official\raw\color\Peach___Bacterial_spot\022213cf-0757-451f-89f8-306c4f7defb0___Rut._Bact.S 1510.JPG
train,Peach___Bacterial_spot,rut._bact.s 1004,45.0,C:\Datasets\PlantVillage-official\raw\color\Peach___Bacterial_spot\022213cf-0757-451f-89f8-306c4f7defb0___Rut._Bact.S 1510.JPG
test,Peach___Bacterial_spot,rut._bact.s 1005,45.0,C:\Datasets\PlantVillage-official\raw\color\Peach___Bacterial_spot\022213cf-0757-451f-89f8-306c4f7defb0___Rut._Bact.S 1510.JPG
train,Peach___Bacterial_spot,rut._bact.s 1002,44.0,C:\Datasets\PlantVillage-official\raw\color\Peach___Bacterial_spot\010eb44a-62fc-48fe-8386-5aee3589d103___Rut._Bact.S 1097.JPG
train,Peach___Bacterial_spot,rut._bact.s 1003,44.0,C:\Datasets\PlantVillage-official\raw\color\Peach___Bacterial_spot\010eb44a-62fc-48fe-8386-5aee3589d103___Rut._Bact.S 1097.JPG
train,Peach___Bacterial_spot,rut._bact.s 1000,44.0,C:\Datasets\PlantVillage-official\raw\color\Peach___Bacterial_spot\010eb44a-62fc-48fe-8386-5aee3589d103___Rut._Bact.S 1097.JPG
train,Peach___Bacterial_spot,rut._bact.s 1001,44.0,C:\Datasets\PlantVillage-official\raw\color\Peach___Bacterial_spot\010eb44a-62fc-48fe-8386-5aee3589d103___Rut._Bact.S 1097.JPG
train,Peach___Bacterial_spot,rut._bact.s 1008,45.0,C:\Datasets\PlantVillage-official\raw\color\Peach___Bacterial_spot\022213cf-0757-451f-89f8-306c4f7defb0___Rut._Bact.S 1510.JPG
train,Peach___Bacterial_spot,rut._bact.s 1009,45.0,C:\Datasets\PlantVillage-official\raw\color\Peach___Bacterial_spot\022213cf-0757-451f-89f8-306c4f7defb0___Rut._Bact.S 1510.JPG
train,Grape___Esca_(Black_Measles),fam_b.msls 4155,261.0,C:\Datasets\PlantVillage-official\raw\color\Grape___Esca_(Black_Measles)\07d611f9-f24f-49ff-a026-912617834d87___FAM_B.Msls 1069.JPG
train,Grape___Esca_(Black_Measles),fam_b.msls 4154,261.0,C:\Datasets\PlantVillage-official\raw\color\Grape___Esca_(Black_Measles)\07d611f9-f24f-49ff-a026-912617834d87___FAM_B.Msls 1069.JPG
train,Grape___Esca_(Black_Measles),fam_b.msls 4157,262.0,C:\Datasets\PlantVillage-official\raw\color\Grape___Esca_(Black_Measles)\0598129d-b448-4576-9c66-650388302622___FAM_B.Msls 4097.JPG
train,Grape___Esca_(Black_Measles),fam_b.msls 4156,262.0,C:\Datasets\PlantVillage-official\raw\color\Grape___Esca_(Black_Measles)\0598129d-b448-4576-9c66-650388302622___FAM_B.Msls 4097.JPG
train,Grape___Esca_(Black_Measles),fam_b.msls 4151,260.0,C:\Datasets\PlantVillage-official\raw\color\Grape___Esca_(Black_Measles)\260bdf15-e113-4c70-a987-603bd0eac488___FAM_B.Msls 4397.JPG
val,Grape___Esca_(Black_Measles),fam_b.msls 4150,260.0,C:\Datasets\PlantVillage-official\raw\color\Grape___Esca_(Black_Measles)\260bdf15-e113-4c70-a987-603bd0eac488___FAM_B.Msls 4397.JPG
test,Grape___Esca_(Black_Measles),fam_b.msls 4153,261.0,C:\Datasets\PlantVillage-official\raw\color\Grape___Esca_(Black_Measles)\07d611f9-f24f-49ff-a026-912617834d87___FAM_B.Msls 1069.JPG
train,Grape___Esca_(Black_Measles),fam_b.msls 4152,261.0,C:\Datasets\PlantVillage-official\raw\color\Grape___Esca_(Black_Measles)\07d611f9-f24f-49ff-a026-912617834d87___FAM_B.Msls 1069.JPG
train,Grape___Esca_(Black_Measles),fam_b.msls 4159,262.0,C:\Datasets\PlantVillage-official\raw\color\Grape___Esca_(Black_Measles)\0598129d-b448-4576-9c66-650388302622___FAM_B.Msls 4097.JPG
val,Grape___Esca_(Black_Measles),fam_b.msls 4158,262.0,C:\Datasets\PlantVillage-official\raw\color\Grape___Esca_(Black_Measles)\0598129d-b448-4576-9c66-650388302622___FAM_B.Msls 4097.JPG
test,Tomato___healthy,rs_hl 0611,152.0,C:\Datasets\PlantVillage-official\raw\color\Tomato___healthy\0d259481-e08d-459d-aa92-fe05e1524742___GH_HL Leaf 253.1.JPG
val,Apple___healthy,rs_hl 7719,193.0,C:\Datasets\PlantVillage-official\raw\color\Apple___healthy\13866bf5-0193-41b4-8e26-cb09d35e8697___RS_HL 5945.JPG
train,Apple___healthy,rs_hl 7713,192.0,C:\Datasets\PlantVillage-official\raw\color\Apple___healthy\0b91573d-d0f3-4e57-b7e5-e1924f537f0e___RS_HL 6216.JPG
train,Apple___healthy,rs_hl 7712,192.0,C:\Datasets\PlantVillage-official\raw\color\Apple___healthy\0b91573d-d0f3-4e57-b7e5-e1924f537f0e___RS_HL 6216.JPG
train,Apple___healthy,rs_hl 7711,192.0,C:\Datasets\PlantVillage-official\raw\color\Apple___healthy\0b91573d-d0f3-4e57-b7e5-e1924f537f0e___RS_HL 6216.JPG
train,Apple___healthy,rs_hl 7710,192.0,C:\Datasets\PlantVillage-official\raw\color\Apple___healthy\0b91573d-d0f3-4e57-b7e5-e1924f537f0e___RS_HL 6216.JPG
train,Apple___healthy,rs_hl 7716,192.0,C:\Datasets\PlantVillage-official\raw\color\Apple___healthy\0b91573d-d0f3-4e57-b7e5-e1924f537f0e___RS_HL 6216.JPG
val,Apple___healthy,rs_hl 7715,192.0,C:\Datasets\PlantVillage-official\raw\color\Apple___healthy\0b91573d-d0f3-4e57-b7e5-e1924f537f0e___RS_HL 6216.JPG
train,Apple___healthy,rs_hl 7714,192.0,C:\Datasets\PlantVillage-official\raw\color\Apple___healthy\0b91573d-d0f3-4e57-b7e5-e1924f537f0e___RS_HL 6216.JPG
train,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),fam_l.blight 4699,194.0,C:\Datasets\PlantVillage-official\raw\color\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\57f5986c-b7d7-4f2d-b437-81940a1d115a___FAM_L.Blight 3737.JPG
test,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),fam_l.blight 4698,194.0,C:\Datasets\PlantVillage-official\raw\color\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\57f5986c-b7d7-4f2d-b437-81940a1d115a___FAM_L.Blight 3737.JPG
test,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),fam_l.blight 4695,193.0,C:\Datasets\PlantVillage-official\raw\color\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\1742d75f-43fb-402b-a087-dccaa1930220___FAM_L.Blight 1635.JPG
train,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),fam_l.blight 4694,193.0,C:\Datasets\PlantVillage-official\raw\color\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\1742d75f-43fb-402b-a087-dccaa1930220___FAM_L.Blight 1635.JPG
train,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),fam_l.blight 4697,193.0,C:\Datasets\PlantVillage-official\raw\color\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\1742d75f-43fb-402b-a087-dccaa1930220___FAM_L.Blight 1635.JPG
train,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),fam_l.blight 4696,193.0,C:\Datasets\PlantVillage-official\raw\color\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\1742d75f-43fb-402b-a087-dccaa1930220___FAM_L.Blight 1635.JPG
train,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),fam_l.blight 4691,192.0,C:\Datasets\PlantVillage-official\raw\color\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\080bc705-65e6-4dbb-82b7-61925c2cd917___FAM_L.Blight 1416.JPG
test,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),fam_l.blight 4690,192.0,C:\Datasets\PlantVillage-official\raw\color\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\080bc705-65e6-4dbb-82b7-61925c2cd917___FAM_L.Blight 1416.JPG
val,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),fam_l.blight 4693,192.0,C:\Datasets\PlantVillage-official\raw\color\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\080bc705-65e6-4dbb-82b7-61925c2cd917___FAM_L.Blight 1416.JPG
train,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),fam_l.blight 4692,192.0,C:\Datasets\PlantVillage-official\raw\color\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\080bc705-65e6-4dbb-82b7-61925c2cd917___FAM_L.Blight 1416.JPG
train,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),fam_l.blight 4523,150.0,C:\Datasets\PlantVillage-official\raw\color\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\02605da9-90bc-4456-ae3f-fa42d0b49c29___FAM_L.Blight 1504.JPG
test,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),fam_l.blight 4522,150.0,C:\Datasets\PlantVillage-official\raw\color\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\02605da9-90bc-4456-ae3f-fa42d0b49c29___FAM_L.Blight 1504.JPG
train,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),fam_l.blight 4521,149.0,C:\Datasets\PlantVillage-official\raw\color\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\0914920e-4180-488c-a586-af66bf3d726d___FAM_L.Blight 1373.JPG
train,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),fam_l.blight 4520,149.0,C:\Datasets\PlantVillage-official\raw\color\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\0914920e-4180-488c-a586-af66bf3d726d___FAM_L.Blight 1373.JPG
train,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),fam_l.blight 4527,151.0,C:\Datasets\PlantVillage-official\raw\color\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\091c3fe2-2340-4159-a040-77cfad36c862___FAM_L.Blight 1515.JPG
train,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),fam_l.blight 4526,151.0,C:\Datasets\PlantVillage-official\raw\color\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\091c3fe2-2340-4159-a040-77cfad36c862___FAM_L.Blight 1515.JPG
train,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),fam_l.blight 4525,150.0,C:\Datasets\PlantVillage-official\raw\color\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\02605da9-90bc-4456-ae3f-fa42d0b49c29___FAM_L.Blight 1504.JPG
train,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),fam_l.blight 4524,150.0,C:\Datasets\PlantVillage-official\raw\color\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\02605da9-90bc-4456-ae3f-fa42d0b49c29___FAM_L.Blight 1504.JPG
train,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),fam_l.blight 4529,151.0,C:\Datasets\PlantVillage-official\raw\color\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\091c3fe2-2340-4159-a040-77cfad36c862___FAM_L.Blight 1515.JPG
val,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),fam_l.blight 4528,151.0,C:\Datasets\PlantVillage-official\raw\color\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\091c3fe2-2340-4159-a040-77cfad36c862___FAM_L.Blight 1515.JPG
test,Grape___Black_rot,fam_b.rot 5076,287.0,C:\Datasets\PlantVillage-official\raw\color\Grape___Black_rot\0c7369b1-b8f1-4287-8875-fef5f1a5b3ac___FAM_B.Rot 3156.JPG
val,Grape___Black_rot,fam_b.rot 5074,286.0,C:\Datasets\PlantVillage-official\raw\color\Grape___Black_rot\2860c88f-4efe-4925-910a-a8b6cea599f7___FAM_B.Rot 3209.JPG
train,Grape___Black_rot,fam_b.rot 5073,286.0,C:\Datasets\PlantVillage-official\raw\color\Grape___Black_rot\2860c88f-4efe-4925-910a-a8b6cea599f7___FAM_B.Rot 3209.JPG
train,Grape___Black_rot,fam_b.rot 5070,285.0,C:\Datasets\PlantVillage-official\raw\color\Grape___Black_rot\004175d8-dc74-4285-8401-3cc9565730bb___FAM_B.Rot 0626.JPG
train,Grape___Black_rot,fam_b.rot 5071,285.0,C:\Datasets\PlantVillage-official\raw\color\Grape___Black_rot\004175d8-dc74-4285-8401-3cc9565730bb___FAM_B.Rot 0626.JPG
test,Grape___Black_rot,fam_b.rot 5078,287.0,C:\Datasets\PlantVillage-official\raw\color\Grape___Black_rot\0c7369b1-b8f1-4287-8875-fef5f1a5b3ac___FAM_B.Rot 3156.JPG
val,Grape___Black_rot,fam_b.rot 5079,287.0,C:\Datasets\PlantVillage-official\raw\color\Grape___Black_rot\0c7369b1-b8f1-4287-8875-fef5f1a5b3ac___FAM_B.Rot 3156.JPG
train,Tomato___Leaf_Mold,crnl_l.mold 6919,81.0,C:\Datasets\PlantVillage-official\raw\color\Tomato___Leaf_Mold\022a4dfb-84cc-45cb-81c5-a620817e31cb___Crnl_L.Mold 6926.JPG
val,Tomato___healthy,rs_hl 0521,130.0,C:\Datasets\PlantVillage-official\raw\color\Tomato___healthy\13053341-b112-411c-bc76-8cadbcb4eded___GH_HL Leaf 223.JPG
val,Tomato___healthy,rs_hl 0520,130.0,C:\Datasets\PlantVillage-official\raw\color\Tomato___healthy\13053341-b112-411c-bc76-8cadbcb4eded___GH_HL Leaf 223.JPG
val,Tomato___healthy,rs_hl 0523,131.0,C:\Datasets\PlantVillage-official\raw\color\Tomato___healthy\0f0fc0ee-b19b-4f90-ab41-8f693131f57d___RS_HL 9890.JPG
train,Tomato___healthy,rs_hl 0522,130.0,C:\Datasets\PlantVillage-official\raw\color\Tomato___healthy\13053341-b112-411c-bc76-8cadbcb4eded___GH_HL Leaf 223.JPG
train,Tomato___healthy,rs_hl 0525,131.0,C:\Datasets\PlantVillage-official\raw\color\Tomato___healthy\0f0fc0ee-b19b-4f90-ab41-8f693131f57d___RS_HL 9890.JPG
val,Tomato___healthy,rs_hl 0524,131.0,C:\Datasets\PlantVillage-official\raw\color\Tomato___healthy\0f0fc0ee-b19b-4f90-ab41-8f693131f57d___RS_HL 9890.JPG
test,Tomato___healthy,rs_hl 0527,132.0,C:\Datasets\PlantVillage-official\raw\color\Tomato___healthy\17b48132-9a1d-45e5-9000-30ebd7248273___RS_HL 0385.JPG
train,Tomato___healthy,rs_hl 0526,131.0,C:\Datasets\PlantVillage-official\raw\color\Tomato___healthy\0f0fc0ee-b19b-4f90-ab41-8f693131f57d___RS_HL 9890.JPG
train,Tomato___healthy,rs_hl 0529,132.0,C:\Datasets\PlantVillage-official\raw\color\Tomato___healthy\17b48132-9a1d-45e5-9000-30ebd7248273___RS_HL 0385.JPG
train,Tomato___healthy,rs_hl 0528,132.0,C:\Datasets\PlantVillage-official\raw\color\Tomato___healthy\17b48132-9a1d-45e5-9000-30ebd7248273___RS_HL 0385.JPG
train,Apple___healthy,rs_hl 5823,31.0,C:\Datasets\PlantVillage-official\raw\color\Apple___healthy\017fd21b-142f-4988-849a-5fd316ea9a1b___RS_HL 6279.JPG
train,Apple___healthy,rs_hl 5822,31.0,C:\Datasets\PlantVillage-official\raw\color\Apple___healthy\017fd21b-142f-4988-849a-5fd316ea9a1b___RS_HL 6279.JPG
val,Apple___healthy,rs_hl 5821,30.0,C:\Datasets\PlantVillage-official\raw\color\Apple___healthy\00907d8b-6ae6-4306-bfd7-d54471981a86___RS_HL 5709.JPG
test,Apple___healthy,rs_hl 5820,30.0,C:\Datasets\PlantVillage-official\raw\color\Apple___healthy\00907d8b-6ae6-4306-bfd7-d54471981a86___RS_HL 5709.JPG
train,Apple___healthy,rs_hl 5827,31.0,C:\Datasets\PlantVillage-official\raw\color\Apple___healthy\017fd21b-142f-4988-849a-5fd316ea9a1b___RS_HL 6279.JPG
test,Apple___healthy,rs_hl 5826,31.0,C:\Datasets\PlantVillage-official\raw\color\Apple___healthy\017fd21b-142f-4988-849a-5fd316ea9a1b___RS_HL 6279.JPG
train,Apple___healthy,rs_hl 5825,31.0,C:\Datasets\PlantVillage-official\raw\color\Apple___healthy\017fd21b-142f-4988-849a-5fd316ea9a1b___RS_HL 6279.JPG
val,Apple___healthy,rs_hl 5824,31.0,C:\Datasets\PlantVillage-official\raw\color\Apple___healthy\017fd21b-142f-4988-849a-5fd316ea9a1b___RS_HL 6279.JPG
train,Apple___healthy,rs_hl 5829,32.0,C:\Datasets\PlantVillage-official\raw\color\Apple___healthy\01b32971-5125-4982-98e2-22daa9ae864a___RS_HL 7977.JPG
train,Apple___healthy,rs_hl 5828,32.0,C:\Datasets\PlantVillage-official\raw\color\Apple___healthy\01b32971-5125-4982-98e2-22daa9ae864a___RS_HL 7977.JPG
train,Apple___Black_rot,jr_frge.s 8722,55.0,C:\Datasets\PlantVillage-official\raw\color\Apple___Black_rot\00e909aa-e3ae-4558-9961-336bb0f35db3___JR_FrgE.S 8593.JPG
train,Apple___Black_rot,jr_frge.s 8729,56.0,C:\Datasets\PlantVillage-official\raw\color\Apple___Black_rot\02859ed3-f56a-4315-82a5-c1cb72717225___JR_FrgE.S 8584.JPG
train,Apple___Black_rot,jr_frge.s 8728,56.0,C:\Datasets\PlantVillage-official\raw\color\Apple___Black_rot\02859ed3-f56a-4315-82a5-c1cb72717225___JR_FrgE.S 8584.JPG
train,Grape___Esca_(Black_Measles),fam_b.msls 4458,337.0,C:\Datasets\PlantVillage-official\raw\color\Grape___Esca_(Black_Measles)\29337b4f-17eb-43a9-bd11-ce43ebc48f86___FAM_B.Msls 0919.JPG
